date,HLY_TEMP_NORMAL_LA,HLY_TEMP_10PCTL_LA,HLY_TEMP_90PCTL_LA,HLY_DEWP_NORMAL_LA,HLY_DEWP_10PCTL_LA,HLY_DEWP_90PCTL_LA,HLY_PRES_NORMAL_LA,HLY_PRES_10PCTL_LA,HLY_PRES_90PCTL_LA,HLY_CLDH_NORMAL_LA,HLY_HTDH_NORMAL_LA,HLY_CLOD_PCTCLR_LA,HLY_CLOD_PCTFEW_LA,HLY_CLOD_PCTSCT_LA,HLY_CLOD_PCTBKN_LA,HLY_CLOD_PCTOVC_LA,HLY_HIDX_NORMAL_LA,HLY_WCHL_NORMAL_LA,HLY_WIND_AVGSPD_LA,HLY_WIND_PCTCLM_LA,HLY_WIND_VCTDIR_LA,HLY_WIND_VCTSPD_LA,HLY_WIND_1STDIR_LA,HLY_WIND_1STPCT_LA,HLY_WIND_2NDDIR_LA,HLY_WIND_2NDPCT_LA
05-13T14:00:00,67.3,63.0,72.0,53.8,48.0,60.1,1014.1,1011.4,1016.9,2.8,0.5,15.8,30.7,29.0,15.1,9.5,67.3,67.3,13.9,0.0,253.0,13.4,7.0,73.4,6.0,24.3
05-13T15:00:00,66.6,62.1,71.1,54.0,48.9,60.1,1013.6,1010.9,1016.3,2.3,0.7,16.3,30.8,25.5,18.2,9.2,66.6,66.6,14.1,0.0,254.0,13.7,7.0,75.2,6.0,23.8
05-13T16:00:00,65.7,62.1,70.0,53.9,48.9,59.0,1013.3,1010.6,1016.1,1.8,1.1,15.1,27.2,25.6,20.6,11.4,65.7,65.7,13.9,0.0,255.0,13.6,7.0,76.8,6.0,22.5
05-13T17:00:00,64.5,60.1,69.1,53.7,48.9,59.0,1013.2,1010.4,1015.9,1.2,1.7,17.7,30.4,24.7,17.0,10.2,64.5,64.5,13.3,0.0,255.0,12.9,7.0,74.2,6.0,24.6
05-13T18:00:00,62.9,59.0,66.9,53.8,48.9,59.0,1013.1,1010.2,1015.9,0.7,2.8,20.0,30.2,20.8,16.3,12.6,62.9,62.9,12.1,0.0,256.0,11.7,7.0,74.1,6.0,24.3
05-13T19:00:00,61.5,57.9,64.9,53.8,48.9,59.0,1013.3,1010.4,1016.1,0.4,3.9,18.3,27.6,24.4,14.2,15.4,61.5,61.5,10.4,0.0,255.0,10.0,7.0,67.2,6.0,30.1
05-13T20:00:00,61.1,57.0,64.9,53.8,48.9,59.0,1013.7,1010.9,1016.3,0.3,4.2,26.0,24.8,18.6,13.0,17.6,61.1,61.1,8.6,1.1,252.0,7.9,7.0,53.7,6.0,38.3
05-13T21:00:00,60.8,57.0,64.9,53.8,48.9,59.0,1014.1,1011.3,1016.7,0.3,4.5,31.2,22.7,14.5,10.6,21.0,60.8,60.8,7.1,8.4,250.0,6.3,7.0,45.9,6.0,33.4
05-13T22:00:00,60.7,57.0,64.0,53.7,48.9,59.0,1014.2,1011.4,1016.8,0.2,4.6,32.8,17.1,14.4,12.4,23.4,60.7,60.7,6.4,9.2,245.0,5.0,7.0,37.4,6.0,31.4
05-13T23:00:00,60.4,57.0,64.0,53.8,48.9,59.0,1014.2,1011.3,1016.8,0.2,4.8,33.6,19.2,14.1,12.6,20.5,60.4,60.4,5.6,15.1,244.0,3.5,7.0,31.6,6.0,23.4
05-14T00:00:00,60.1,55.9,64.0,53.6,48.9,57.9,1014.1,1011.2,1016.8,0.2,5.1,34.3,17.0,12.9,11.9,23.9,60.1,60.1,5.0,18.7,239.0,2.4,7.0,25.9,6.0,19.0
05-14T01:00:00,59.8,55.9,63.0,53.6,48.9,57.9,1013.8,1010.9,1016.4,0.2,5.4,30.1,18.6,12.0,12.8,26.5,59.8,59.8,4.7,20.0,239.0,1.6,7.0,26.3,3.0,14.6
05-14T02:00:00,59.4,55.9,63.0,53.6,48.9,59.0,1013.6,1010.7,1016.2,0.1,5.7,27.4,17.4,13.1,12.8,29.2,59.4,59.4,4.4,20.9,228.0,0.8,7.0,22.5,3.0,16.9
05-14T03:00:00,59.1,55.0,63.0,53.5,48.9,57.9,1013.5,1010.7,1016.1,0.1,6.0,26.7,16.8,10.2,11.5,34.8,59.1,59.1,4.0,26.7,157.0,0.1,3.0,19.3,7.0,17.6
05-14T04:00:00,58.8,54.0,63.0,53.4,48.9,57.9,1013.5,1010.8,1016.1,0.1,6.3,21.4,13.4,11.8,14.1,39.2,58.8,58.8,3.8,27.2,109.0,0.5,3.0,21.4,7.0,15.0
05-14T05:00:00,58.7,54.0,63.0,53.3,48.9,59.0,1013.7,1010.9,1016.3,0.1,6.3,14.7,15.8,17.7,10.6,41.3,58.7,58.7,4.0,26.4,101.0,0.9,3.0,25.6,7.0,12.7
05-14T06:00:00,59.8,55.4,64.0,53.7,48.9,59.0,1014.2,1011.4,1016.8,0.1,5.3,12.5,14.4,16.9,16.6,39.5,59.8,59.8,4.6,18.7,106.0,1.3,3.0,32.3,4.0,11.2
05-14T07:00:00,61.6,57.9,66.0,53.8,48.9,59.0,1014.5,1011.8,1017.1,0.4,3.8,16.2,14.4,15.466666666666667,13.600000000000001,36.8,61.6,61.6,4.8,16.5,126.0,1.0,3.0,26.6,4.0,15.1
05-14T08:00:00,63.6,59.0,69.1,53.5,48.0,59.0,1014.8,1012.0,1017.4,1.1,2.5,13.8,16.9,15.7,16.0,37.6,63.6,63.6,5.2,18.2,202.0,1.7,7.0,20.1,4.0,16.4
05-14T09:00:00,65.4,60.1,72.0,53.4,48.0,59.0,1014.8,1012.1,1017.6,2.1,1.7,15.7,19.5,17.1,16.5,31.2,65.4,65.4,6.6,8.0,240.0,4.2,7.0,38.1,6.0,24.3
05-14T10:00:00,66.4,61.0,72.0,53.9,48.0,60.1,1014.9,1012.2,1017.7,2.6,1.2,14.7,18.2,19.3,20.9,26.9,66.4,66.4,8.9,3.1,247.0,7.8,7.0,51.8,6.0,35.1
05-14T11:00:00,66.9,62.1,72.0,54.2,48.9,60.1,1014.9,1012.2,1017.7,2.7,0.8,16.2,24.7,26.3,13.7,19.1,66.9,66.9,10.9,0.7,249.0,10.0,7.0,57.3,6.0,36.3
05-14T12:00:00,67.4,62.1,72.0,54.3,48.9,60.1,1014.7,1012.0,1017.5,3.0,0.6,15.7,26.8,26.3,17.0,14.2,67.4,67.4,12.2,0.0,250.0,11.5,7.0,60.9,6.0,35.5
05-14T13:00:00,67.5,63.0,72.0,54.1,48.9,60.1,1014.4,1011.7,1017.2,3.0,0.5,15.4,27.0,29.5,16.4,11.6,67.5,67.5,13.3,0.0,252.0,12.8,7.0,66.3,6.0,31.7
05-14T14:00:00,67.3,63.0,72.0,53.9,48.0,60.1,1014.1,1011.3,1016.9,2.8,0.5,17.6,28.9,28.9,14.5,10.1,67.3,67.3,13.8,0.0,254.0,13.3,7.0,74.4,6.0,23.6
05-14T15:00:00,66.6,62.1,71.1,54.1,48.9,60.1,1013.6,1010.9,1016.3,2.3,0.7,17.3,29.6,26.3,16.6,10.1,66.6,66.6,14.0,0.0,254.0,13.6,7.0,75.7,6.0,23.3
05-14T16:00:00,65.7,62.1,70.0,54.0,48.9,59.0,1013.3,1010.5,1016.1,1.7,1.0,16.2,26.5,26.1,18.8,12.4,65.7,65.7,13.8,0.0,255.0,13.4,7.0,75.8,6.0,23.0
05-14T17:00:00,64.5,60.1,69.1,53.8,48.9,59.0,1013.1,1010.4,1015.9,1.2,1.7,19.2,29.1,25.4,14.7,11.7,64.5,64.5,13.2,0.0,255.0,12.7,7.0,72.7,6.0,25.6
05-14T18:00:00,62.9,59.0,66.9,53.9,48.9,59.0,1013.0,1010.2,1015.8,0.7,2.8,21.5,29.6,19.5,15.8,13.6,62.9,62.9,12.0,0.0,256.0,11.6,7.0,73.1,6.0,25.0
05-14T19:00:00,61.5,57.9,64.9,53.8,48.9,59.0,1013.2,1010.5,1016.1,0.4,3.9,19.0,27.8,22.9,13.7,16.6,61.5,61.5,10.4,0.0,255.0,10.0,7.0,66.2,6.0,30.6
05-14T20:00:00,61.1,57.0,64.9,53.9,48.9,59.0,1013.6,1010.9,1016.3,0.3,4.2,26.3,24.9,17.5,12.4,18.9,61.1,61.1,8.6,1.3,251.0,7.9,7.0,52.4,6.0,39.1
05-14T21:00:00,60.8,57.0,64.0,54.0,48.9,59.0,1014.0,1011.2,1016.7,0.3,4.4,31.7,23.0,13.3,10.2,21.8,60.8,60.8,7.1,8.0,249.0,6.2,7.0,46.1,6.0,33.4
05-14T22:00:00,60.7,57.0,64.0,53.9,48.9,59.0,1014.1,1011.4,1016.8,0.2,4.5,33.5,17.1,14.4,11.0,24.0,60.7,60.7,6.3,9.2,243.0,4.8,7.0,35.4,6.0,32.2
05-14T23:00:00,60.4,57.0,64.0,53.9,48.9,59.0,1014.1,1011.3,1016.7,0.2,4.8,34.2,18.5,13.4,13.2,20.8,60.4,60.4,5.5,14.9,242.0,3.4,7.0,30.0,6.0,24.9
05-15T00:00:00,60.1,55.9,64.0,53.7,48.9,59.0,1014.0,1011.2,1016.7,0.2,5.0,34.3,16.2,13.2,11.7,24.6,60.1,60.1,5.0,18.4,239.0,2.3,7.0,26.2,6.0,17.7
05-15T01:00:00,59.8,55.9,64.0,53.7,48.9,59.0,1013.7,1010.8,1016.3,0.1,5.3,29.8,18.8,12.0,12.0,27.5,59.8,59.8,4.6,19.8,238.0,1.6,7.0,26.6,3.0,13.7
05-15T02:00:00,59.4,55.9,63.0,53.7,48.9,59.0,1013.5,1010.7,1016.2,0.1,5.7,27.6,16.9,13.3,12.8,29.4,59.4,59.4,4.4,21.3,227.0,0.7,7.0,21.4,3.0,16.5
05-15T03:00:00,59.2,55.0,63.0,53.6,48.9,59.0,1013.4,1010.7,1016.1,0.1,5.9,25.9,16.8,10.2,11.8,35.3,59.2,59.2,4.0,26.2,141.0,0.1,3.0,19.8,7.0,17.3
05-15T04:00:00,58.9,55.0,63.0,53.4,48.9,57.9,1013.4,1010.7,1016.1,0.1,6.2,20.8,13.3,12.4,13.3,40.3,58.9,58.9,3.9,26.6,107.0,0.6,3.0,23.1,7.0,14.0
05-15T05:00:00,58.8,54.0,63.0,53.4,48.9,59.0,1013.6,1010.9,1016.1,0.1,6.3,14.8,14.8,18.0,10.1,42.3,58.8,58.8,4.1,25.8,102.0,1.0,3.0,25.5,7.0,12.4
05-15T06:00:00,59.8,55.9,64.0,53.8,48.9,59.0,1014.0,1011.3,1016.6,0.1,5.3,13.4,12.8,17.8,15.6,40.4,59.8,59.8,4.6,17.8,108.0,1.3,3.0,32.3,4.0,11.7
05-15T07:00:00,61.6,57.9,64.9,53.8,48.9,59.0,1014.4,1011.7,1017.0,0.4,3.7,16.333333333333332,12.8,16.066666666666666,12.85,37.54,61.6,61.6,5.0,14.9,128.0,1.1,3.0,26.8,4.0,15.9
05-15T08:00:00,63.6,59.0,68.0,53.6,48.0,59.0,1014.6,1012.0,1017.3,1.0,2.5,13.8,17.1,16.0,15.2,37.8,63.6,63.6,5.3,16.9,205.0,1.8,7.0,21.3,6.0,16.9
05-15T09:00:00,65.3,60.1,71.1,53.5,48.0,59.0,1014.7,1012.1,1017.3,2.0,1.6,15.2,19.2,17.9,16.5,31.2,65.3,65.3,6.6,8.2,240.0,4.4,7.0,37.7,6.0,25.3
05-15T10:00:00,66.3,61.0,71.1,54.0,48.0,60.1,1014.8,1012.2,1017.5,2.5,1.1,13.6,18.9,19.2,20.8,27.5,66.3,66.3,9.0,3.3,247.0,7.9,7.0,52.2,6.0,35.3
05-15T11:00:00,66.8,62.1,72.0,54.3,48.9,60.1,1014.8,1012.1,1017.6,2.6,0.8,15.5,25.8,26.0,13.7,19.1,66.8,66.8,10.9,0.7,250.0,10.1,7.0,57.4,6.0,36.6
05-15T12:00:00,67.4,63.0,72.0,54.4,48.9,60.1,1014.6,1012.0,1017.4,2.9,0.5,14.9,27.5,26.7,16.9,14.1,67.4,67.4,12.2,0.0,250.0,11.4,7.0,59.4,6.0,36.6
05-15T13:00:00,67.5,63.0,72.0,54.2,48.9,60.1,1014.3,1011.7,1017.1,2.9,0.5,14.6,27.2,30.5,16.1,11.6,67.5,67.5,13.3,0.0,252.0,12.8,7.0,67.0,6.0,31.0
05-15T14:00:00,67.2,63.0,71.1,54.1,48.9,60.1,1014.0,1011.3,1016.8,2.7,0.5,17.4,29.0,28.7,14.7,10.1,67.2,67.2,13.8,0.0,254.0,13.4,7.0,74.2,6.0,23.8
05-15T15:00:00,66.6,62.1,71.1,54.3,48.9,60.1,1013.5,1010.8,1016.3,2.2,0.7,17.5,28.4,28.1,16.1,9.9,66.6,66.6,14.0,0.0,255.0,13.6,7.0,75.0,6.0,23.8
05-15T16:00:00,65.7,62.1,69.1,54.1,48.9,60.1,1013.2,1010.5,1016.1,1.7,1.0,16.3,28.0,26.6,17.0,12.2,65.7,65.7,13.8,0.0,255.0,13.4,7.0,75.6,6.0,23.3
05-15T17:00:00,64.4,60.8,68.0,53.9,48.9,59.0,1013.0,1010.4,1015.8,1.1,1.7,19.4,28.8,26.3,13.6,11.9,64.4,64.4,13.1,0.0,255.0,12.7,7.0,72.2,6.0,25.8
05-15T18:00:00,62.9,59.0,66.9,54.0,48.9,59.0,1012.9,1010.2,1015.7,0.6,2.7,21.0,30.6,20.0,14.8,13.6,62.9,62.9,12.0,0.0,256.0,11.5,7.0,72.8,6.0,25.3
05-15T19:00:00,61.5,57.9,64.9,54.0,48.9,59.0,1013.2,1010.3,1015.9,0.3,3.8,19.0,28.3,23.4,13.4,15.9,61.5,61.5,10.3,0.0,255.0,9.9,7.0,65.8,6.0,31.0
05-15T20:00:00,61.0,57.0,64.0,54.0,48.9,59.0,1013.5,1010.8,1016.3,0.3,4.2,26.2,24.8,17.1,13.7,18.3,61.0,61.0,8.5,1.3,251.0,7.8,7.0,52.3,6.0,39.1
05-15T21:00:00,60.8,57.0,64.0,54.1,48.9,59.0,1013.9,1011.2,1016.6,0.2,4.4,31.8,22.1,13.6,11.2,21.4,60.8,60.8,7.0,7.8,250.0,6.2,7.0,46.2,6.0,33.4
05-15T22:00:00,60.7,57.0,64.0,53.9,48.9,59.0,1014.0,1011.4,1016.8,0.2,4.5,33.0,16.6,15.3,11.2,23.8,60.7,60.7,6.3,9.4,243.0,4.8,7.0,35.5,6.0,31.3
05-15T23:00:00,60.4,57.0,64.0,54.0,48.9,59.0,1014.0,1011.3,1016.6,0.2,4.8,33.3,18.6,14.0,12.7,21.4,60.4,60.4,5.5,14.7,241.0,3.3,7.0,29.0,6.0,23.9
05-16T00:00:00,60.2,55.9,64.0,53.8,48.9,59.0,1013.9,1011.1,1016.6,0.2,5.0,33.4,16.3,13.3,12.2,24.7,60.2,60.2,5.0,18.0,236.0,2.2,7.0,26.0,6.0,17.4
05-16T01:00:00,59.9,55.9,64.0,53.7,48.9,59.0,1013.6,1010.8,1016.3,0.1,5.3,29.1,19.1,12.2,11.5,28.1,59.9,59.9,4.7,19.1,235.0,1.5,7.0,25.2,3.0,13.4
05-16T02:00:00,59.5,55.9,63.0,53.8,48.9,59.0,1013.4,1010.7,1016.2,0.1,5.6,27.1,16.9,13.3,12.5,30.2,59.5,59.5,4.4,21.3,230.0,0.8,7.0,21.6,3.0,15.4
05-16T03:00:00,59.2,55.0,63.0,53.7,48.9,59.0,1013.4,1010.6,1016.1,0.1,5.9,24.9,16.8,11.3,11.5,35.4,59.2,59.2,4.0,25.6,137.0,0.3,3.0,20.3,7.0,17.6
05-16T04:00:00,58.9,55.0,63.0,53.5,48.9,57.9,1013.3,1010.7,1016.1,0.1,6.2,19.9,13.7,12.8,13.5,40.2,58.9,58.9,3.8,27.5,107.0,0.7,3.0,22.3,7.0,14.3
05-16T05:00:00,58.9,54.0,63.0,53.5,48.9,59.0,1013.5,1010.8,1016.2,0.1,6.2,13.9,15.0,17.7,11.4,42.0,58.9,58.9,4.1,24.9,106.0,1.0,3.0,24.7,7.0,12.8
05-16T06:00:00,59.9,55.9,64.0,53.8,48.9,59.0,1014.0,1011.3,1016.7,0.1,5.2,12.9,13.5,16.8,15.7,41.0,59.9,59.9,4.7,17.3,110.0,1.2,3.0,31.6,4.0,12.9
05-16T07:00:00,61.7,57.9,64.9,53.9,48.9,59.0,1014.4,1011.7,1017.0,0.3,3.7,15.566666666666665,13.5,15.766666666666666,13.55,37.760000000000005,61.7,61.7,4.9,15.4,134.0,1.1,3.0,26.0,4.0,16.0
05-16T08:00:00,63.5,59.0,68.0,53.7,48.0,59.0,1014.6,1012.0,1017.4,1.0,2.4,12.2,17.8,15.3,15.3,39.4,63.5,63.5,5.4,15.8,206.0,1.9,7.0,21.7,6.0,17.4
05-16T09:00:00,65.3,60.1,71.1,53.6,48.0,59.0,1014.7,1012.1,1017.4,1.9,1.6,13.6,19.6,17.7,16.6,32.4,65.3,65.3,6.7,7.6,238.0,4.4,7.0,38.9,6.0,24.2
05-16T10:00:00,66.2,61.0,71.1,54.1,48.9,60.1,1014.8,1012.2,1017.5,2.4,1.1,12.5,19.0,18.3,21.8,28.3,66.2,66.2,9.0,3.1,247.0,7.9,7.0,52.3,6.0,34.7
05-16T11:00:00,66.8,62.1,71.1,54.3,48.9,60.1,1014.8,1012.0,1017.6,2.6,0.8,14.3,26.8,25.7,13.8,19.5,66.8,66.8,11.0,0.9,250.0,10.0,7.0,57.5,6.0,35.5
05-16T12:00:00,67.3,63.0,72.0,54.4,48.9,60.1,1014.6,1012.0,1017.4,2.9,0.5,14.1,27.0,26.8,17.4,14.6,67.3,67.3,12.2,0.0,250.0,11.4,7.0,60.9,6.0,34.7
05-16T13:00:00,67.4,63.0,72.0,54.2,48.0,60.1,1014.3,1011.8,1017.1,2.9,0.5,13.8,27.4,30.4,16.8,11.6,67.4,67.4,13.4,0.0,252.0,12.8,7.0,67.8,6.0,29.7
05-16T14:00:00,67.2,63.0,71.1,54.2,48.9,60.1,1014.0,1011.5,1016.8,2.6,0.5,17.4,28.7,28.3,15.5,10.1,67.2,67.2,13.8,0.0,254.0,13.4,7.0,74.2,6.0,23.6
05-16T15:00:00,66.5,62.1,70.0,54.4,48.9,60.1,1013.5,1010.9,1016.3,2.2,0.7,16.8,29.5,26.9,16.8,10.1,66.5,66.5,14.1,0.0,255.0,13.6,7.0,75.0,6.0,23.1
05-16T16:00:00,65.7,62.1,69.1,54.2,48.9,60.1,1013.2,1010.5,1016.0,1.6,1.0,15.9,29.0,25.5,17.0,12.6,65.7,65.7,13.9,0.0,255.0,13.4,7.0,75.6,6.0,22.8
05-16T17:00:00,64.4,60.1,68.0,54.0,48.9,59.0,1013.0,1010.4,1015.7,1.1,1.7,19.0,28.9,25.2,14.6,12.3,64.4,64.4,13.2,0.0,255.0,12.7,7.0,72.0,6.0,25.3
05-16T18:00:00,62.9,59.0,66.9,54.1,48.9,59.0,1012.9,1010.2,1015.6,0.6,2.7,20.7,30.8,19.2,14.8,14.5,62.9,62.9,12.0,0.2,256.0,11.5,7.0,72.5,6.0,25.0
05-16T19:00:00,61.5,57.9,64.9,54.0,48.9,59.0,1013.2,1010.5,1015.9,0.3,3.8,18.7,27.3,24.1,13.4,16.5,61.5,61.5,10.3,0.0,255.0,9.8,7.0,65.6,6.0,30.8
05-16T20:00:00,61.0,57.0,64.0,54.1,48.9,59.0,1013.5,1010.9,1016.2,0.2,4.2,26.4,24.5,16.8,13.9,18.3,61.0,61.0,8.5,1.6,251.0,7.8,7.0,51.9,6.0,38.9
05-16T21:00:00,60.8,57.0,64.0,54.2,48.9,59.0,1013.9,1011.2,1016.6,0.2,4.4,31.0,21.8,14.5,10.7,22.0,60.8,60.8,7.1,6.7,250.0,6.2,7.0,46.8,6.0,33.8
05-16T22:00:00,60.7,57.0,64.0,54.0,48.9,59.0,1014.1,1011.4,1016.8,0.2,4.5,31.9,16.6,14.6,13.3,23.6,60.7,60.7,6.3,9.2,243.0,4.8,7.0,35.7,6.0,32.2
05-16T23:00:00,60.4,57.0,64.0,54.1,48.9,59.0,1014.0,1011.3,1016.7,0.2,4.8,31.6,18.0,14.2,13.9,22.3,60.4,60.4,5.5,14.4,241.0,3.3,7.0,30.1,6.0,23.7
05-17T00:00:00,60.2,55.9,64.0,53.9,48.9,59.0,1013.9,1011.2,1016.6,0.2,5.0,32.1,16.0,12.2,13.5,26.2,60.2,60.2,4.9,19.3,236.0,2.2,7.0,26.3,6.0,17.3
05-17T01:00:00,59.9,55.9,64.0,53.8,48.9,59.0,1013.6,1010.8,1016.3,0.1,5.3,28.1,19.2,10.5,12.0,30.2,59.9,59.9,4.8,18.2,232.0,1.6,7.0,25.7,3.0,14.3
05-17T02:00:00,59.5,55.9,63.0,53.8,48.9,59.0,1013.5,1010.7,1016.2,0.1,5.6,26.4,16.9,12.3,12.3,32.1,59.5,59.5,4.4,20.7,226.0,0.8,7.0,21.5,3.0,16.1
05-17T03:00:00,59.2,55.0,63.0,53.7,48.9,59.0,1013.4,1010.7,1016.1,0.1,5.8,23.6,17.8,10.8,10.5,37.3,59.2,59.2,4.0,24.4,127.0,0.3,3.0,21.8,7.0,17.3
05-17T04:00:00,59.0,55.0,63.0,53.5,48.9,57.9,1013.4,1010.7,1016.1,0.1,6.1,19.6,13.7,12.6,12.8,41.3,59.0,59.0,3.8,29.1,106.0,0.7,3.0,22.6,7.0,13.9
05-17T05:00:00,58.9,54.0,63.0,53.5,48.9,59.0,1013.6,1010.9,1016.3,0.1,6.2,13.8,13.8,17.9,12.5,42.0,58.9,58.9,4.1,25.1,112.0,0.9,3.0,23.7,7.0,13.2
05-17T06:00:00,59.9,55.9,64.0,53.9,48.9,59.0,1014.1,1011.4,1016.8,0.1,5.2,12.4,12.4,17.0,17.0,41.2,59.9,59.9,4.7,17.8,116.0,1.2,3.0,30.6,4.0,13.2
05-17T07:00:00,61.7,57.9,64.9,54.0,48.9,59.0,1014.4,1011.7,1017.1,0.3,3.7,15.266666666666667,12.4,15.833333333333334,14.75,38.779999999999994,61.7,61.7,4.9,16.0,141.0,1.1,3.0,24.9,4.0,16.7
05-17T08:00:00,63.5,59.0,68.0,53.8,48.0,59.0,1014.6,1012.0,1017.4,1.0,2.5,11.1,17.8,15.3,16.1,39.7,63.5,63.5,5.4,16.0,207.0,2.0,7.0,22.1,6.0,17.9
05-17T09:00:00,65.2,60.1,71.1,53.7,48.0,59.0,1014.7,1012.1,1017.4,1.8,1.6,12.3,20.5,17.0,17.3,32.9,65.2,65.2,6.6,8.7,237.0,4.4,7.0,38.0,6.0,25.0
05-17T10:00:00,66.2,61.0,71.1,54.3,48.9,60.1,1014.8,1012.2,1017.5,2.3,1.2,11.6,18.5,18.8,22.5,28.7,66.2,66.2,9.0,2.9,247.0,7.9,7.0,53.2,6.0,33.6
05-17T11:00:00,66.8,62.1,71.1,54.4,48.9,60.1,1014.8,1012.2,1017.5,2.5,0.8,13.3,26.3,25.8,14.8,19.8,66.8,66.8,10.9,1.1,250.0,10.1,7.0,56.8,6.0,36.4
05-17T12:00:00,67.3,63.0,71.1,54.4,48.9,60.1,1014.6,1012.0,1017.3,2.9,0.5,13.4,26.4,27.5,17.6,15.1,67.3,67.3,12.2,0.0,250.0,11.4,7.0,60.7,6.0,35.2
05-17T13:00:00,67.4,63.0,72.0,54.3,48.9,60.1,1014.3,1011.8,1017.1,2.9,0.5,13.5,26.2,31.0,16.8,12.5,67.4,67.4,13.3,0.0,252.0,12.8,7.0,68.0,6.0,29.8
05-17T14:00:00,67.2,63.0,71.1,54.2,48.9,60.1,1014.0,1011.5,1016.8,2.6,0.5,16.8,27.6,28.6,16.1,10.8,67.2,67.2,13.9,0.0,254.0,13.4,7.0,73.4,6.0,24.1
05-17T15:00:00,66.5,62.1,70.0,54.4,48.9,60.1,1013.5,1010.9,1016.3,2.2,0.7,16.0,29.1,26.5,17.4,11.0,66.5,66.5,14.1,0.0,255.0,13.6,7.0,75.3,6.0,22.5
05-17T16:00:00,65.7,62.1,70.0,54.1,48.9,59.0,1013.2,1010.6,1016.1,1.7,1.0,15.1,28.2,25.7,17.2,13.8,65.7,65.7,13.9,0.0,255.0,13.4,7.0,75.1,6.0,23.0
05-17T17:00:00,64.4,60.1,68.0,54.0,48.9,59.0,1013.0,1010.5,1015.7,1.1,1.7,17.5,28.9,25.7,14.6,13.3,64.4,64.4,13.2,0.0,255.0,12.7,7.0,70.8,6.0,26.5
05-17T18:00:00,62.9,59.0,66.9,54.1,48.9,59.0,1013.0,1010.2,1015.6,0.6,2.7,19.6,30.4,19.8,14.4,15.8,62.9,62.9,12.0,0.2,255.0,11.5,7.0,71.9,6.0,25.5
05-17T19:00:00,61.5,57.9,64.9,54.1,48.9,59.0,1013.2,1010.5,1015.9,0.3,3.8,17.8,26.4,24.0,13.7,18.1,61.5,61.5,10.3,0.0,255.0,9.9,7.0,65.3,6.0,31.3
05-17T20:00:00,61.1,57.0,64.0,54.2,48.9,59.0,1013.5,1010.9,1016.2,0.2,4.2,25.1,24.6,16.7,13.8,19.8,61.1,61.1,8.4,1.3,251.0,7.8,7.0,51.8,6.0,39.5
05-17T21:00:00,60.8,57.0,64.0,54.2,48.9,59.0,1013.9,1011.3,1016.6,0.2,4.4,30.0,21.3,15.0,10.9,22.9,60.8,60.8,7.2,5.8,249.0,6.3,7.0,46.9,6.0,35.0
05-17T22:00:00,60.7,57.0,64.0,54.1,48.9,59.0,1014.1,1011.4,1016.8,0.2,4.5,30.3,16.9,14.6,13.5,24.7,60.7,60.7,6.3,9.4,243.0,4.8,7.0,35.8,6.0,31.3
05-17T23:00:00,60.4,57.0,64.0,54.1,50.0,59.0,1014.0,1011.3,1016.6,0.2,4.7,30.8,18.2,13.9,12.6,24.5,60.4,60.4,5.5,14.0,242.0,3.4,7.0,30.3,6.0,23.6
05-18T00:00:00,60.2,57.0,64.0,53.9,48.9,59.0,1013.9,1011.2,1016.5,0.2,4.9,31.4,16.3,11.5,12.8,28.1,60.2,60.2,5.0,18.4,237.0,2.4,7.0,27.5,6.0,17.9
05-18T01:00:00,59.9,55.9,63.0,53.8,48.9,59.0,1013.6,1010.9,1016.3,0.1,5.2,27.3,19.1,9.7,12.5,31.4,59.9,59.9,4.8,17.6,233.0,1.7,7.0,27.6,3.0,14.3
05-18T02:00:00,59.6,55.9,63.0,53.8,48.9,59.0,1013.5,1010.7,1016.1,0.1,5.5,24.7,17.3,12.2,12.5,33.2,59.6,59.6,4.5,19.8,230.0,0.9,7.0,22.4,3.0,16.0
05-18T03:00:00,59.3,55.0,63.0,53.7,48.9,59.0,1013.4,1010.7,1016.0,0.1,5.8,22.3,17.5,10.7,10.7,38.7,59.3,59.3,4.1,22.9,153.0,0.2,3.0,21.4,7.0,18.4
05-18T04:00:00,59.0,55.0,63.0,53.5,48.9,57.9,1013.3,1010.7,1016.0,0.1,6.0,18.0,14.2,12.6,13.0,42.2,59.0,59.0,3.8,29.5,114.0,0.6,3.0,21.7,7.0,14.4
05-18T05:00:00,59.0,55.0,63.0,53.5,48.9,57.9,1013.6,1010.9,1016.2,0.1,6.1,13.0,13.8,17.6,12.2,43.4,59.0,59.0,4.2,23.3,119.0,0.9,3.0,23.6,7.0,14.4
05-18T06:00:00,60.0,55.9,64.0,53.9,48.9,59.0,1014.0,1011.3,1016.7,0.1,5.1,11.5,12.9,16.4,17.5,41.6,60.0,60.0,4.8,17.1,122.0,1.1,3.0,30.0,7.0,13.9
05-18T07:00:00,61.7,57.9,64.9,54.0,50.0,59.0,1014.4,1011.7,1017.0,0.3,3.6,14.166666666666666,12.9,15.533333333333333,14.85,39.82,61.7,61.7,4.9,15.6,153.0,1.1,3.0,23.0,4.0,17.2
05-18T08:00:00,63.5,59.0,68.0,53.8,48.9,59.0,1014.6,1012.0,1017.3,1.0,2.5,10.8,16.7,15.0,16.9,40.6,63.5,63.5,5.4,15.8,210.0,2.1,7.0,22.7,6.0,18.8
